video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings
m25dwGWdL1w,UCI Rangla Punjab @ Nachda Punjab 2013,2013-05-04T18:21:22Z,2013,PT7M9S,8639,38.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal,"This is UCI Rangla Punjab performing at Nachda Punjab 2013.

Nachda Punjab 2013 was held in Hayward California at the Chabot College Performing Arts Center on April 27 2013. For more information, please visit www.nachdapunjab.org

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
SFkE04lvkFE,Ankhiley Gabroo @ Nachda Punjab 2013,2013-05-04T18:20:09Z,2013,PT10M49S,4405,19.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal,"This is Ankhiley Gabroo performing at Nachda Punjab 2013.

Nachda Punjab 2013 was held in Hayward California at the Chabot College Performing Arts Center on April 27 2013. For more information, please visit www.nachdapunjab.org

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
Bkj9vkNWQNI,Ministry Of Bhangra Chicago @ Nachda Punjab 2013,2013-05-04T18:18:00Z,2013,PT8M7S,6562,29.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Ministry;Of;Bhangra;Nachda;Punjab;Competition;2013;13;Chicago;MOB,"This is Ministry of Bhangra, lovingly refered to as MOB, all the way from Chicago Illinois, performing at Nachda Punjab 2013.

Nachda Punjab 2013 was held in Hayward California at the Chabot College Performing Arts Center on April 27 2013. For more information, please visit www.nachdapunjab.org

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
3S4uvt3r0Gc,Nachde Shokeen Gabroo @ Nachda Punjab 2013,2013-05-04T17:57:07Z,2013,PT8M57S,8838,37.0,13.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal,"This is Nachde Shokeen Gabroo (NSG) performing at Nachda Punjab 2013. NSG placed Second at this competition in the Music category.

Nachda Punjab 2013 was held in Hayward California at the Chabot College Performing Arts Center on April 27 2013. For more information, please visit www.nachdapunjab.org

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
tklA5iA0fzU,GHG Bhangra @ Nachda Punjab 2013,2013-05-04T17:51:56Z,2013,PT10M14S,8159,30.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal,"This is GHG Bhangra, from Calgary Alberta Canada, performing at Nachda Punjab 2013.

Nachda Punjab 2013 was held in Hayward California at the Chabot College Performing Arts Center on April 27 2013. For more information, please visit www.nachdapunjab.org

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
QLoBid8ZBnE,Bay Area Royal Bhangra @ Nachda Punjab 2013,2013-05-04T17:46:55Z,2013,PT8M5S,17311,68.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bay;Area;Royal;Bhangra;Nachda;Punjab;Competition;2013;13,"This is Bay Area Royal Bhangra (BARB) performing at Nachda Punjab 2013.

Nachda Punjab 2013 was held in Hayward California at the Chabot College Performing Arts Center on April 27 2013. For more information, please visit www.nachdapunjab.org

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
Qb724pdm8AQ,Madak Punjab Di @ Nachda Punjab 2013,2013-05-04T17:33:46Z,2013,PT8M49S,4274,13.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal,"This is the Madak Punjab Di performing at Nachda Punjab 2013.

Nachda Punjab 2013 was held in Hayward California on April 28 2013 at the Chabot College Performing Arts Center. For more information about Nachda Punjab, please visit http://www.nachdapunjab.org/.

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
wkaTb-UOc_c,Hurricane Bhangra @ Nachda Punjab 2013,2013-05-04T17:24:05Z,2013,PT7M59S,11543,38.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Nachda;Punjab;Bhangra;Competition;2013;13;Hurricane,"This is Hurricane Bhangra performing at Nachda Punjab 2013.

Nachda Punjab 2013 was held in Hayward California at the Chabot College Performing Arts Center on April 27 2013. For more information, please visit www.nachdapunjab.org

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
uwIR4yzKMOw,Surrey Folk Bhangra Club @ Warrior Bhangra 2013,2013-04-25T20:40:50Z,2013,PT12M9S,5926,27.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Surrey;Folk;Bhangra;Club;SFBC;BC;British;Columbia;Canada;Warrior;Competition;2013;13,"This is Surrey Folk Bhangra Club (SFBC) at Warrior Bhangra 2013.

Warrior Bhangra 2013 was held in Stockton California on March 30 2013 at the Warren Atherton on the campus of the San Joaquin Delta College.

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
3PBPk-sR9gU,Da Real Punjabiz @ Warrior Bhangra 2013,2013-04-24T16:55:55Z,2013,PT8M14S,8705,38.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Da;Real;Punjab;Punjabis;Punjabiz;DRP;San;Diego;Iqwak;Bhurji;Klasikhz;Warrior;Bhangra;Competition;2013;13,"This is Da Real Punjabiz (DRP) performing at Warrior Bhangra 2013.

Warrior Bhangra 2013 was held in Stockton California on March 30 2013 at the Warren Atherton on the campus of the San Joaquin Delta College.

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
Hqd05uQsEm0,Cal Bhangra @ Warrior Bhangra 2013,2013-04-24T16:55:45Z,2013,PT8M18S,6759,29.0,1.0,Harjot Hundal (Gabroo Tv),24,Cal;California;Warrior;Bhangra;Competition;2013;13;Harjot;Singh;Hundal;Gabroo;Tv;Gabru;HD;Videos,"This is Cal Bhangra performing at Warrior Bhangra 2013. Cal Bhangra placed Second at this competition in the Music category.

Warrior Bhangra 2013 was held in Stockton California on March 30 2013 at the Warren Atherton on the campus of the San Joaquin Delta College.

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
Avspx3jnXcQ,Rutgers University Bhangra @ Worlds Best Bhangra Crew 2013,2013-04-19T18:10:16Z,2013,PT7M19S,25540,87.0,14.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Rutgers;University;Worlds;Best;Bhangra;Competition;Crew;WBBC;Lilly;Singh;Superwoman;iisuperwomanii;Hacneksack;NJ;New;Jersey,"This is Rutgers University Bhangra performing at Worlds Best Bhangra Crew 2013. Rutgers University Bhangra participated in Match-up #4 against Cornell Bhangra. Cornell Bhangra won this match-up.

Worlds Best Bhangra Crew 2013 was held in Hackensack New Jersey at the Bergen County Academies Auditorium on April 6 2013. For more information, please visit www.worldsbestbhangracrew.com

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
eWainMUWuzc,Gabru Chel Chabileh @ Worlds Best Bhangra Crew 2013,2013-04-19T17:50:04Z,2013,PT7M54S,19702,64.0,15.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;UK;United;Kingdom;Gabru;Chel;Chabileh;GCC;Worlds;Best;Bhangra;Competition;Crew;2013;13;Hackensack;NJ;New;Jersey;Superwoman;Lilly;Singh;iisuperwomanii,"This is Gabru Chel Chabileh, representing the United Kingdom! Performing at Worlds Best Bhangra Crew 2013. Furteelay Shokeen participated in Match-up #5 against UK's very own Gabru Chel Chabileh.

Worlds Best Bhangra Crew 2013 was held in Hackensack New Jersey at the Bergen County Academies Auditorium on April 6 2013. For more information, please visit www.worldsbestbhangracrew.com

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
FufJ6CLjEE8,Furteelay Shokeen @ Worlds Best Bhangra Crew 2013,2013-04-19T16:52:09Z,2013,PT7M17S,23804,104.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Detroit;Motor;City;Furteelay;Shokeen;Worlds;Best;Bhangra;Competition;Crew;WBBC;2013;13;Hackensack;NJ;New;Jersey;Superwoman;iisuperwomanii;Lilly;Singh,"This is Furteelay Shokeen representing Detroit, performing at Worlds Best Bhangra Crew 2013. Furteelay Shokeen participated in Match-up #5 against UK's very own Gabru Chel Chabileh.

Worlds Best Bhangra Crew 2013 was held in Hackensack New Jersey at the Bergen County Academies Auditorium on April 6 2013. For more information, please visit www.worldsbestbhangracrew.com

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
x4BJOD8r_fk,Cornell Bhangra @ Worlds Best Bhangra Crew 2013,2013-04-17T16:56:52Z,2013,PT7M20S,209494,939.0,97.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Cornell;University;Team;Worlds;Best;Bhangra;Competition;Crew;WBBC;2013;13;Hackensack;NJ;New;Jersey;Lilly;Singh;Superwoman;iisuperwomanii,"This is Cornell Bhangra representing Cornell University, performing at Worlds Best Bhangra Crew 2013. Cornell Bhangra participated in Match-up #4 against Rutgers University Bhangra. Cornell Bhangra won this Match-up, and was the overall winner of this competition as well.

Worlds Best Bhangra Crew 2013 was held in Hackensack New Jersey at the Bergen County Academies Auditorium on April 6 2013. For more information, please visit www.worldsbestbhangracrew.com

High Definition Bhangra Videos
http://gabroo.tv
http://facebook.gabroo.tv
http://twitter.gabroo.tv
http://instagram.gabroo.tv

Gabroo Tv, the #1 website in the world dedicated to true Bhangra promotion and preservation. Gabroo Tv has captured an endless amount of priceless memories relating to Punjabi Virsa in the United States, and throughout the world. The goal is to preserve these priceless moments for an endless array of coming generations, so they may be able to have a learning guide to help keep the culture alive.",None
